cityName,content,gender ,nickName,userLevel,score,time,date,evaluate
北京,太垃圾，看不懂，中国的文化，让一个不懂中国文化的人来编，导，好的演员也给演绎成了垃圾！失败,0,Duoduo宝,2,1.5,2020-09-15 23:35:32,2020-09-15,unkown
三亚,还是很喜欢的 觉得不错,0,CC349430404,2,5.0,2020-09-15 23:35:31,2020-09-15,好评
上海,挺好看的 就是英语版,2,能吃能睡的小太阳,3,4.5,2020-09-15 23:35:31,2020-09-15,unkown
济宁,苏打水，电影标配（爆米花可乐）自己吃了两桶[吃瓜]看八佰没有掉泪，看花木兰复活杀回马枪一瞬间感动了，巩皇死的那一刹那也掉泪了！挺不错的赞一个,2,可宝，COco,1,5.0,2020-09-15 23:35:21,2020-09-15,unkown
武汉,整体来说还是可以的，画质一贯迪士尼的细腻，剧情还是有点不够突出，整剧高潮部分不够亮眼，刘亦菲高光好评，女神,0,星晖🌟汪聪,2,4.0,2020-09-15 23:35:03,2020-09-15,好评
西宁,挺好看的棒棒棒棒哒,2,改改空间美发,2,5.0,2020-09-15 23:34:43,2020-09-15,unkown
无锡,你们这些网络接盘侠，这部电影差在哪里？是剧情还是角色扮演？,1,无人🍃,2,5.0,2020-09-15 23:34:14,2020-09-15,好评
永川,有助于睡眠的电影！睡觉技术哪加强，电影院花木兰它最强！,0,M 先森,2,0.5,2020-09-15 23:33:29,2020-09-15,unkown
安顺,还可以啊，没抖音说的那么夸张，剧情是夸张了些，但是还是很好看的,0,上汽大众事故   詹小雨,2,5.0,2020-09-15 23:33:22,2020-09-15,unkown
徐州,不如把钱花在蓝色防线上，致敬勇敢的军人,0,Ovf404220622,2,2.5,2020-09-15 23:33:12,2020-09-15,unkown
南通,                                   故事概括一个女的 打扮成个男的  拿着四十米的砍刀  砍死一大堆男的           途中 遇到另外个女的  另外个女想结盟一起砍 这个女的非要自己砍 还无意中把另外个女的发展成替死鬼       结果这个女的又砍死一大堆男的 救了个男领导 男领导请这个女的做秘书  这个女的不肯 觉得做行政太累了  就回家找她滴爸爸去了,2,seven,3,5.0,2020-09-15 23:33:04,2020-09-15,unkown
顺德,一般，故事牵强,0,M$,2,4.0,2020-09-15 23:32:58,2020-09-15,unkown
石家庄,迪士尼的配乐水准依然很高，很有大片的感觉，剧情一般，大反派的死法和动画片里的不太一样😂,1,lmzf8796,2,4.0,2020-09-15 23:32:56,2020-09-15,好评
晋江市,太假了吧。。。。。。,0,云中月&,1,0.5,2020-09-15 23:32:56,2020-09-15,差评
长沙,是奔着菲儿姐的颜去的，加入了西方神奇的魔术，从花木兰小时候的天赋异禀，骑马的英姿飒爽，很惊喜推荐去看，字打的比较少，去看就知道了，给8分在我这是很高了，希望制作完这部电影的前辈让我以后也能看到这么棒的作品,1,二,2,4.0,2020-09-15 23:32:37,2020-09-15,unkown
南宁, 女主角长得有点漂亮 ,0,小飞虫,2,5.0,2020-09-15 23:31:51,2020-09-15,unkown
兰州,烂片之王，历史不是历史，武侠不是武侠，玄幻不是玄幻。辣鸡辣鸡电影，浪费生命,1,,0,0.5,2020-09-15 23:31:42,2020-09-15,差评
呼伦贝尔,好看非常的好看,1,郭刚,1,5.0,2020-09-15 23:31:42,2020-09-15,好评
昆山,哭死了啊啊啊,0,麦子向阳💋,1,5.0,2020-09-15 23:31:39,2020-09-15,unkown
明光,超级难看，什么垃圾电影，就是骗钱的,1,AA服装印绣花胡建丰18717977583,2,0.5,2020-09-15 23:31:35,2020-09-15,unkown
深圳,这电影也太垃圾了 ，硬生生的给他拍成了一个日本片 或者是韩国片的风格 ，我觉得这种片子要直接下架 ，都不知道国家是怎么审批上去的 ,1,事在人为,4,2.5,2020-09-15 23:31:34,2020-09-15,购票
忠县,今天坐的位置垃圾没清理，坐位上也不晓得是什么水渍，都不敢坐，还是用自己衣服垫起坐的，希望下次坐哪个位置时，已处理干净。,0,A  萧萧代购男装💞,2,5.0,2020-09-15 23:31:30,2020-09-15,unkown
清远,眼镜要收钱……,0,老人与海,2,5.0,2020-09-15 23:31:27,2020-09-15,unkown
苏州,只要刘亦菲在没有任何理由不给满分,0,炫,1,5.0,2020-09-15 23:31:23,2020-09-15,好评
安吉,巨差。完全没有中国的味道。那是啥,1,陆富贵,2,1.5,2020-09-15 23:31:13,2020-09-15,unkown
南京,太垃圾！不知道拍的什么！就像看动画片！,0,VcW712580342,3,0.5,2020-09-15 23:31:02,2020-09-15,差评
广州,演员演技很好，剧情简直。。。。。无力吐槽。,0,h01ysh1t,1,1.0,2020-09-15 23:30:57,2020-09-15,unkown
苏州,好看冲着神仙姐姐去的,0,遇🌸,2,5.0,2020-09-15 23:30:39,2020-09-15,unkown
渭南,烂片，没剧情，对中国传统文化和历史的理解极不深刻,1,不忘初心,2,0.5,2020-09-15 23:30:39,2020-09-15,unkown
南通,挺好的呢，没那么差啊,1,YNJZ,3,5.0,2020-09-15 23:30:11,2020-09-15,unkown
昆明,一言难尽，和动画版真没法比。如果不用花木兰这个名字，也许会好很多。,0,吃不胖的拉多,4,1.5,2020-09-15 23:30:03,2020-09-15,unkown
嘉善,咋说呢我以为画面和配音的嘴型对不上,0,lululu2333,2,3.0,2020-09-15 23:29:32,2020-09-15,购票
唐山,我觉得故事很好啊。不懂为什么要给这么低的评分 ,1,F,3,5.0,2020-09-15 23:28:57,2020-09-15,好评
宜昌,还不错！！！,0,fRU78133295,3,4.5,2020-09-15 23:28:26,2020-09-15,好评
睢宁,跟我同学每个新上映的电影都会去看，我们俩一致觉得没有网上一边倒的评价说的那么难看，我觉得很好看，也是很适合带小朋友去看的电影，我们看的场次里也有小朋友被逗的咯咯笑，里面是有一些无伤大雅的小槽点，但是我觉得不影响整体的认定，它确实挺好看的。,1,qzuser,3,4.0,2020-09-15 23:28:08,2020-09-15,好评
淮安,场景特效都很好看，刘亦菲也很好看，剧情很**,2,快要饿死君君啦,3,3.0,2020-09-15 23:27:39,2020-09-15,购票
丰县,女孩子看很适合,2,喜 欢,2,4.5,2020-09-15 23:27:25,2020-09-15,好评
成都,不懂为什么网上都说不好，个人觉得从电影画风、气氛渲染和特效都挺不错的，整个拍摄手法就很迪士尼公主呀，至于说不接近史实和服化道不好看之类的，我想说这本就不是一部纪录片，而是借用了花木兰这个故事为原型改编真人版动画，为什么非要以观看纪录片的眼光来看要求动画？影片中的妆容我想除了刘亦菲没人能驾驭了。神仙姐姐在里面真的又美又飒，甩同是女扮男装某漂亮书生几条街好吧，最后片尾曲真的很好听！（以上仅是个人观点）,2,张夫人🐾,2,4.0,2020-09-15 23:27:01,2020-09-15,unkown
三亚,太好看了！,2,lytcdm,3,5.0,2020-09-15 23:26:59,2020-09-15,unkown
武汉,刘亦菲不错，男主角恶心我，找个五官端正的不行吗？,1,wwwyyyY,1,4.0,2020-09-15 23:26:48,2020-09-15,好评
深圳,很好看就是有孩子在哪里吵声音太大了可以调小点,0,姐姐记住你了,2,4.0,2020-09-15 23:25:56,2020-09-15,unkown
平阳,为刘亦菲点赞,2,郑若茜༄yuki,2,5.0,2020-09-15 23:25:44,2020-09-15,unkown
南宁,期待已久了，很好看,2,廖廖,2,5.0,2020-09-15 23:24:39,2020-09-15,unkown
汕头,烂剧哦，配音配的太离谱都不对口型，同行十二年不知木兰是女郎，开局没半个小时就暴露性别，编剧真的读过书？这么强大的分数 全靠明星阵容,0,纪大哥家的小胖子,2,0.5,2020-09-15 23:24:33,2020-09-15,unkown
湘西,没有想象的那么惊艳,0,心上惊鸿客.,2,3.5,2020-09-15 23:24:12,2020-09-15,购票
许昌,抛开故事背景！值得一看,1,jayza5,3,4.0,2020-09-15 23:23:39,2020-09-15,unkown
大连,就那么回事吧 ,0,JjH847518449,2,3.5,2020-09-15 23:23:31,2020-09-15,购票
广州,真的不怎么看好，中国片用英语，气死人了，把中国的典故拍的一踏糊涂！一个字，差！,1,A马帅_1307房，18184968343,1,0.5,2020-09-15 23:22:29,2020-09-15,差评
深圳,不如看八百。,1,徐家俊,2,1.5,2020-09-15 23:22:27,2020-09-15,unkown
深圳,好莱坞电影的中式表达,1,火_山,1,5.0,2020-09-15 23:22:07,2020-09-15,unkown
黄冈,还行，剧情b格很高,1,任性,2,5.0,2020-09-15 23:22:05,2020-09-15,unkown
嘉善,感觉还不错，挺好看的。,0,迷彩的秘密.,2,5.0,2020-09-15 23:21:52,2020-09-15,好评
佛山,场面好来屋级没的说，刘亦菲漂亮又有英气，剧情上还是太单一，相对于这类型的片子，也就看看打斗，这部电影也是将华人文化推向世界的一种方式，其中很好的诠释了家天下，及家族荣耀传统！也是对华夏文化的一种好的体现，在军队服装上还是欠缺考究！有点失望！,1,a我还是我,2,5.0,2020-09-15 23:21:38,2020-09-15,unkown
东莞,不错，还可以。,2,贞贞服装-YoYo,2,5.0,2020-09-15 23:21:23,2020-09-15,好评
厦门,感觉还可以，演出了木兰的勇敢，不易,0,乖乖妹,2,4.0,2020-09-15 23:21:16,2020-09-15,unkown
如皋,没有震撼力，一般般,0,芯^ω^芯,2,1.5,2020-09-15 23:21:06,2020-09-15,unkown
广安,烂片，超级烂片，垃圾影片，浪费钱不说，主要是浪费我们宝贵的时间，我看过最垃圾的一部电影，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾，垃圾垃圾垃圾垃圾垃圾,1,追求者894,2,0.5,2020-09-15 23:21:06,2020-09-15,unkown
北京,不站在历史角度来看的话，值8分。故事中有有趣的部分，也有感动的部分，比如木兰的父亲，作为父亲对木兰的爱、作为子民对国家的忠以及作为男人的坚毅和自尊，这些都刻画得淋漓尽致，也是让我感动的地方。而木兰呢，小时候的天真可爱、替父出征时的坚毅勇敢，还有第一次出站前故作冷静其实手都在抖的那股韧劲儿，刘亦菲也都表现得很好。我不站在历史的角度看，所以我觉得值8分。,0,C.叶子,2,4.0,2020-09-15 23:20:55,2020-09-15,好评
长乐,剧情莫名其妙,1,命由天事在己,1,0.5,2020-09-15 23:20:55,2020-09-15,差评
济南,挺好的啊，为什么评分这么低,0,Yuuko 👑,2,5.0,2020-09-15 23:20:54,2020-09-15,unkown
杭州,很好看  值得一看,0,GGU104215083,2,5.0,2020-09-15 23:20:09,2020-09-15,unkown
宜昌,5分给刘亦菲  毕竟做出了太多牺牲,2,RPR523483040,2,2.5,2020-09-15 23:20:04,2020-09-15,购票
南通,我觉得很好看 哈哈哈哈哈,0,MW,2,5.0,2020-09-15 23:19:11,2020-09-15,好评
祁县,个人感觉还行吧和美国超级英雄电影挺像的,1,1,2,3.0,2020-09-15 23:18:29,2020-09-15,unkown
社旗,像纪录片一样平淡，适合儿童看,1,二师兄,1,3.0,2020-09-15 23:18:24,2020-09-15,购票
北京,神仙姐姐永远是神仙姐姐！！！,2,徐阳,2,5.0,2020-09-15 23:18:18,2020-09-15,unkown
瑞安,可以黑茶哦黑猫,0,azt445672327,2,4.0,2020-09-15 23:18:11,2020-09-15,好评
深圳,完全违背历史,1,IiC890598572,1,0.5,2020-09-15 23:18:04,2020-09-15,unkown
六安,个人感觉还是挺好看的，女巫和凤凰只是比喻，只是结尾有点遗憾看头有点少不过瘾,0,Irl927107055,2,4.0,2020-09-15 23:17:49,2020-09-15,unkown
西安,看的是一种爱国精神,1,风一样的男人,3,5.0,2020-09-15 23:17:33,2020-09-15,好评
成都,脱离历史好好看剧,1,欢砸XYZ,1,4.5,2020-09-15 23:17:29,2020-09-15,好评
亳州,不走心，改剧情。,1,墨色笃颜丶,2,4.0,2020-09-15 23:16:54,2020-09-15,unkown
重庆,xi ji er pi,1,地主家的傻儿子,3,1.0,2020-09-15 23:16:53,2020-09-15,差评
营山县,非常好看，刘亦菲的演技还是很棒的,2,灵芝,1,4.0,2020-09-15 23:16:42,2020-09-15,unkown
汕头,堪称大片，阵容豪华，精彩不足,1,丘杰,6,3.5,2020-09-15 23:16:26,2020-09-15,购票
鄱阳,结局让我感觉有点糙,0,何以笙箫默,1,3.0,2020-09-15 23:16:13,2020-09-15,购票
中牟,麦田有金色的麦穗 英雄才有传奇！,1,人生自编自导自演🍂,2,4.0,2020-09-15 23:16:12,2020-09-15,好评
信阳,外国人拍这个电影抓不到主要的点，四不像,0,藏井鹿哥,3,0.5,2020-09-15 23:16:07,2020-09-15,unkown
广州,真心不好看，浪费了我的银子呀！,2,青竹,3,0.5,2020-09-15 23:16:00,2020-09-15,unkown
南宁,既无爱情，也无战友情。既不玄幻，也不写实。看完全程没有感觉，不知道说什么。中式背景配上英文，真的好尴尬。2020年第一场电影，***不值！！！,0,aTE807314188,1,1.5,2020-09-15 23:15:37,2020-09-15,unkown
石狮,可以 很好看啊。,0,Irresistiblel,3,5.0,2020-09-15 23:15:28,2020-09-15,unkown
上高,看不下去，太难看了。,1,Fii191918243,2,0.5,2020-09-15 23:15:22,2020-09-15,unkown
上海,忠勇真，做个胆子大的姑娘,2,小橘子 🍊,1,5.0,2020-09-15 23:15:15,2020-09-15,好评
桂林,总体看起来很有美感，场面宏大，故事紧凑,1,王东堂,2,5.0,2020-09-15 23:14:58,2020-09-15,unkown
韶关,太假了，有毁历史,0,Hello、金子,2,2.0,2020-09-15 23:14:49,2020-09-15,差评
大连,国内戏。应该用国语播放，难为自己人。没必要。应该改革,1,赢在心态,2,2.0,2020-09-15 23:14:40,2020-09-15,unkown
北京,刘亦菲演技很好。但是剧情太少了！可以多加点更加完善！中间太虚,2,copysunman,3,3.5,2020-09-15 23:14:01,2020-09-15,购票
滁州,没有想象中的好看,0,黑魔法？,2,2.5,2020-09-15 23:13:50,2020-09-15,购票
厦门,感觉不错吧，比较励志,0,果儿,2,5.0,2020-09-15 23:13:39,2020-09-15,unkown
泸州,我小时候最爱的电影，真人版也好看啊，不要为了黑而黑！,2,消失的你玛玛,3,5.0,2020-09-15 23:13:37,2020-09-15,好评
北京,刘亦菲是好看的，嗯！,1,🌊,2,2.0,2020-09-15 23:13:12,2020-09-15,unkown
海口,也没什么看的,1,Wlo811081763,1,3.0,2020-09-15 23:12:58,2020-09-15,购票
宿州,特别特别好看 刘亦菲真的太太太太美了！！！！！！真的好看，这就是我心目中的花木兰,0,·幕落流年～,4,5.0,2020-09-15 23:12:43,2020-09-15,好评
天津,我看的是《花木兰》？别闹了 这分明就是阿里巴巴和十四大盗出现在了爱丽丝梦游的仙境。。。介不是遭改吗！！！！！！！本来看的人就不多。。没演完陆续就都走了。。只有我俩坚持到最后，就是想看看大美还能有多扯。。后半程葛优瘫捂着脸勉强看完。。只要编剧不觉得尴尬。。尴尬的就是观众。。美国的编剧和导演在用他们仅有的智商，，羞辱中国文化！！！！,2,marioforerer,4,1.0,2020-09-15 23:12:17,2020-09-15,unkown
天津,非常好，刘亦菲打戏行云流水，故事很好，正能量。刘亦菲也是善良勇敢的当代花木兰👍👍👍,0,WvA839768628,1,5.0,2020-09-15 23:12:05,2020-09-15,unkown
榆林,不错   非要多于6个字🤪,2,晶晶,1,5.0,2020-09-15 23:11:57,2020-09-15,好评
重庆,好看，拍得不错,0,YVa175259823,2,5.0,2020-09-15 23:11:30,2020-09-15,好评
潢川县,只为心中一直的女神,1,MzH753481960,2,5.0,2020-09-15 23:11:05,2020-09-15,好评
上海,场景挺美的 主要是全场感叹刘亦菲真的太美了...,0,我才感同身受,3,5.0,2020-09-15 23:10:36,2020-09-15,好评
遵化,，还行，剧情不错,0,OVK772765460,2,3.5,2020-09-15 23:10:01,2020-09-15,购票
汕头,花米兰装上铠甲，披肩长发，真是帅气。最后一段真是泪流满面了。,1,fishbabylon,4,4.5,2020-09-15 23:09:30,2020-09-15,好评
泗阳,为什么不是原声啊 有点失望 其他都很棒 尤其是那几个惊艳的镜头 爱了爱了 ,2,🌻 小阿琪、,2,4.5,2020-09-15 23:09:27,2020-09-15,unkown
上饶,今晚看了“花木兰”，开始还以为是动画片，想去看特效，剧情，连中学生都知道。感觉“女巫”这个人设是多余的，可有可无的，那么厉害，以一敌百，就是为了女主角区区的几句话，就为了给她挡箭？最后居然还死在女主角的怀里，没有看到女主任何悲哀的神情……没有什么看点，只能说剧情一般般了！,2,木子💋👏（招聘）,3,3.0,2020-09-15 23:08:49,2020-09-15,unkown
武汉,很好看，值得一看,2,kQw854289996,2,5.0,2020-09-15 23:08:27,2020-09-15,好评
焦作,值得一看吧，没有那么难看呀。,0,Klice，刘 ,2,4.0,2020-09-15 23:08:15,2020-09-15,好评
武汉,明明很好看啊，就是很好看的迪士尼电影啊，为什么网上全是无脑黑啊，非要细揪各种历史细节就没意思了！,0,会很卡你去看看,1,4.5,2020-09-15 23:07:37,2020-09-15,好评
桂林,这是动画片。,0,HO,1,2.0,2020-09-15 23:07:32,2020-09-15,unkown
新津县,哈哈哈哈哈刚看完  别说是烂片了 你就当沙雕剧来看还是很欢乐的  构图还是挺好的吧 男一号是真的不可描述的猥琐 缺少那种正气凛然的感觉 挺丑的 但和动画版的莫名相似 反正期待了很久 不看又觉得心欠欠的 看了觉得 哈哈哈哈哈 别太认真 打发时间这个电影还是足够,2,🍊,2,4.0,2020-09-15 23:07:16,2020-09-15,unkown
顺德,好傻，好天真。哈哈哈哈,0,耿记,3,3.5,2020-09-15 23:07:12,2020-09-15,购票
柳州,之前看预告还是蛮吸引我的，结果好多地方太尬了，披着东方外衣，满是西方文化。想想也是为了全球票房。但这种不伦不类的设定，貌似老外也不接受啊。好在演员表演总体都还不错，场面也还行，及格吧,1,黄琦,4,3.5,2020-09-15 23:06:49,2020-09-15,unkown
东莞,重要的事情说三遍，差、很差、非常差。知道不好拍，拍不好就不要拍。辣眼睛噢！,0,无寒º,1,0.5,2020-09-15 23:06:38,2020-09-15,差评
益阳,主要看人去了，刘亦菲还是那么美，剧情真的不咋的，想吹也吹不出来,0,jrV827161014,4,5.0,2020-09-15 23:05:56,2020-09-15,好评
晋江市,智慧、美貌、勇敢并存的女中豪杰花将军，额……不好意思中途睡了一觉，不过剧情依然很棒,2,半生浮华,2,5.0,2020-09-15 23:05:54,2020-09-15,好评
沈阳,就像小学生写的流水账作文一样。只能说是叙述了，花木兰是事迹。一刘亦菲没有表现出来，在战场上厮杀的眼神。整个剧里眼睛里都没有什么神韵。二浓妆也是中国的传统，不过在这个剧里一点美感都没有。三花木兰回家时，怕父亲责罚。当父亲说女儿是第一位的时候，她还是傻呆呆的眼神。四就算是早朝，也不能穿的那样随意，真像道士。五有个凤凰风筝就是好看，没有太大的意义。我还合计凤凰能和巫婆干下。一箭就没了。真失望。六最后甄子丹让她去当军官，花木兰也没有眼神和家人沟通。征求父亲的意见。七训练的辛苦，打仗的激烈都没看见。战场人，掰手指都能数过来，过家家呢近两年，也看过一些欧美电影，有过中国的桥段。都相当的木讷,1,兔子先森,2,0.5,2020-09-15 23:05:35,2020-09-15,unkown
阳江,听不懂， 真的很难受,1,初啼,2,2.5,2020-09-15 23:05:25,2020-09-15,购票
赣州,烂片，真的垃圾,0,Ceek。,2,2.0,2020-09-15 23:04:52,2020-09-15,unkown
西安,必须力挺，社会需要正能量和英雄,1,范思哲,2,5.0,2020-09-15 23:04:30,2020-09-15,好评
祁县,1.影片中的花木兰替父从军是因为受到身边人的压迫而选择从军，而通过《木兰辞》中可以得知的是花木兰出于对国家和家族的责任去替父从军，价值观不同；2.影片中将花木兰刻画成女超人的形象，刻意隐忍自己拥有超能力，通过“忠勇真”去化解自己心里的疑问，接受自己的超能力，而全片对忠勇真没有一个诠释，扭曲了中国传统文化。,1,Ty.Wy,2,1.5,2020-09-15 23:04:21,2020-09-15,unkown
西安,就离谱，反派给主角挡刀就**离谱,0,MHY441957367,2,0.5,2020-09-15 23:04:02,2020-09-15,unkown
成都,很热血沸腾，华夏儿女为之骄傲,1,方泽机械设备,2,5.0,2020-09-15 23:03:55,2020-09-15,好评
杭州,真心觉得不怎么样。,2,傾聽心跳的旋律,1,1.0,2020-09-15 23:03:52,2020-09-15,unkown
广州,好看的呀  ,2,许洵,3,5.0,2020-09-15 23:03:45,2020-09-15,unkown
石家庄,还可以吧！！,0,LIUDFANG1,2,3.5,2020-09-15 23:03:28,2020-09-15,购票
西安,外国人拍的就是不好看,1,ljC354717406,2,0.5,2020-09-15 23:03:26,2020-09-15,差评
武汉,不好看，能不能退钱？,1,雷   雷,1,0.5,2020-09-15 23:03:04,2020-09-15,unkown
合肥,不好看，看不到精髓所在,0,小虎云,3,3.0,2020-09-15 23:02:53,2020-09-15,购票
佛山,挺好看的，画面感很好,0,Dhw805911146,3,5.0,2020-09-15 23:02:53,2020-09-15,好评
威宁,3D效果还不错，感觉最后决战那里打斗时间短点了。纯属个人意见哈,1,万某某940,2,4.0,2020-09-15 23:02:32,2020-09-15,好评
昆明,还是很有意思滴,1,Richar丶丶,1,5.0,2020-09-15 23:02:26,2020-09-15,unkown
南宁,真的好看，你们别乱评分，给个五星好嘛,0,JBn114382745,3,5.0,2020-09-15 23:02:22,2020-09-15,好评
顺德,1特写比较多2外语做中国片，中国文化不到位,0,mita123,2,1.5,2020-09-15 23:02:12,2020-09-15,差评
绵阳,真的是没嘛看点，可惜的演员阵容,0,花儿-青年馆邓先森,3,0.5,2020-09-15 23:02:08,2020-09-15,unkown
南昌,巨巨巨巨好看 果然是女神,2,💃🏻Kitty 大哥💃🏻,2,5.0,2020-09-15 23:01:35,2020-09-15,好评
南宁,我个人比较喜欢花木兰，觉得挺好看的,2,杨玲15778674950,1,5.0,2020-09-15 23:01:31,2020-09-15,好评
济南,好看！！！！,0,柠萌：：,3,5.0,2020-09-15 23:01:23,2020-09-15,unkown
兰州,特别好看 不懂说不好看的人的心理哈哈哈哈哈,2,澍树👾,3,5.0,2020-09-15 23:01:07,2020-09-15,好评
中山,非常满意，茜茜演技很好，比心心,2,哼,1,5.0,2020-09-15 23:01:03,2020-09-15,好评
汕头,其实这部电影也没有外界传的那么难看啦 而且那个评分感觉偏低了 服化道和武术动作各方面还原度挺高的 不得不感叹的就是刘亦菲的演技  武术动作很专业 素颜上镜也超级美的 整体来说真的挺棒的吧,2,龙猫酱_,3,5.0,2020-09-15 23:00:50,2020-09-15,好评
西安,好看哈哈哈哈哈,2,JLAU.,2,4.5,2020-09-15 23:00:42,2020-09-15,好评
兰州,感觉看了个动画片，多少是有点失望的,0,旅行的蜗牛糊糊,1,3.5,2020-09-15 23:00:25,2020-09-15,unkown
永城,看不懂 好像有删减,0,祁心444,1,1.5,2020-09-15 22:59:56,2020-09-15,unkown
成都,挺好的啊 西方对中国文化和美的解读和自身文化融合吧？ 有些画面和文字只是一个故事的抽象表达 艺术化的表现它而已。又不是要完全遵循历史和现实。,0,Avg746257423,2,5.0,2020-09-15 22:59:14,2020-09-15,好评
深圳,很好看啊，还想看,2,D少825,1,5.0,2020-09-15 22:58:53,2020-09-15,unkown
西宁,技术不错，画面震撼，可故事情节过干单调。👍 👍 🙏 ,0,ཁྲི་ཀའི་ལྷ་རྩེ།,1,3.5,2020-09-15 22:58:51,2020-09-15,购票
榆林,好看，个人感觉,2,💋艳,4,5.0,2020-09-15 22:58:42,2020-09-15,好评
福州,一般吧，不过有几处挺经典的，给个及格分7,0,学无止境,5,3.5,2020-09-15 22:58:29,2020-09-15,购票
滨州,看完花木兰，没有跟网上一样太多吐槽点，核心“忠勇真孝”忠于国家，勇于抗敌，真于自己，孝顺父母。稍微有些改动，成为独立女性的代表，在只有相夫教子的年代寻找真实的自己。当然有些不足之处，住的土楼，没有根据真正的历史去研究，妆容还算符合，比较值得女孩子们看一看,2,氿菜,2,4.0,2020-09-15 22:57:51,2020-09-15,unkown
合肥,不知道哪那么多打低分的，我感觉很好看啊,0,好心情lpt,1,5.0,2020-09-15 22:57:35,2020-09-15,好评
玉溪,也不难看啊  虽然文化有误差  国人都不一定能完美做到最好 还要要求外国导演完整呈现  狮子王要吐槽全程没变化不就是真狮版重映  花木兰又说完全不搭 少点戾气吧,0,罪與罰。,3,4.0,2020-09-15 22:56:45,2020-09-15,好评
锦州,刘亦菲的花木兰，给人印象深刻，诠释的非常好，刘亦菲的演技大增，作为一部娱乐大片，我给9.5分！,1,轻舟1221,3,5.0,2020-09-15 22:56:15,2020-09-15,好评
莆田,刘亦菲太帅了,0,Yusface卖现货接预定8.30飞韩国,2,5.0,2020-09-15 22:56:08,2020-09-15,unkown
安溪,好看，网上那些黑子是为了黑而黑的吧？明明很精彩,1,Austin,1,5.0,2020-09-15 22:55:41,2020-09-15,好评
西安,真的搞笑，侮辱我的智商。。,1,RMDJ,3,2.0,2020-09-15 22:55:17,2020-09-15,差评
深圳,怎么说呢，家 这个感情元素体现的不错。总体来说还可以。,1,流沙,1,3.5,2020-09-15 22:55:05,2020-09-15,unkown
新沂,第一次看这么垃圾的电影，整个花木兰被林心如要废了，什么玩意 太失望了,1,阿贺,4,0.5,2020-09-15 22:54:58,2020-09-15,差评
深圳,电影还可以，就是都是英文还没有翻译过来，环境也还行,1,NXX876758677,2,5.0,2020-09-15 22:54:48,2020-09-15,好评
南充,好看，还可以,0,xWO690243821,2,5.0,2020-09-15 22:54:03,2020-09-15,好评
大同,中心思想明确，剧情跌宕起伏，绝世好片。,0,Whale Fall,4,5.0,2020-09-15 22:53:38,2020-09-15,好评
璧山,故事情节比较老套，有些细节比较牵强。但是人物刻画还是不错。,1,刘丹,2,4.0,2020-09-15 22:53:31,2020-09-15,unkown
藁城,刚刚看完了花木兰，很喜欢，电影夹杂了童话的内容，里面的中国元素还是很浓，土楼、战马、宫殿、还有妥妥的中国功夫。不知道为什么网上会有很多人黑，个人觉得是一部很值得一看的电影，好评。,0,liuanran宝贝,2,5.0,2020-09-15 22:53:29,2020-09-15,好评
天津,疫情后第一次到影院，防控很严格，影片剧情和其他方面做的很好,1,鋅鋅鋅Jason,1,5.0,2020-09-15 22:53:19,2020-09-15,好评
东莞,一直喜欢刘亦菲，支持,0,JOr872894668,2,4.5,2020-09-15 22:52:57,2020-09-15,好评
大理,两国文化与价值观的融合纠缠，想讲清一个故事，但好像顾忌牵扯的太多，反倒有些“四不像”。,1,初九,2,4.0,2020-09-15 22:52:15,2020-09-15,好评
镇江,这部电影用三个字形容*假大空,0,孙绍霞,2,0.5,2020-09-15 22:52:09,2020-09-15,差评
泉州,也是在抖音上面刷到这个剧，但是也只是看了片段，今天去电影院看了一场，这票房值得爆，真的演技太好了，就感觉被拉进了剧中，很喜欢，又重新回顾了一下典故，推荐有空的小姐姐们，可以带着男朋友一起去看，让他见见世面 先说好，我不是托，我是看完这部剧的真实感受，看完之后出场，你还想看下一集，太喜欢了，这是我第一次这么认真的评价一部电影,0,晨^O^曦,2,5.0,2020-09-15 22:52:00,2020-09-15,unkown
重庆,好看，为了我的女神打卡,2,笙笙,2,5.0,2020-09-15 22:51:54,2020-09-15,unkown
哈尔滨,我太爱了，小时候看过动画版，长大看电影版，感觉好好,2,@小恶魔👿,3,5.0,2020-09-15 22:51:31,2020-09-15,unkown
上海,硬撑着看下去,0,我是大嫚嫚,2,2.0,2020-09-15 22:51:26,2020-09-15,差评
厦门,史上最差迪士尼作品，不过是一群不懂中国文化的老外拍给老外看的中国故事，顺便赚点粉丝的钱。这个住在福建土楼里的木兰是个有特异功能的超级英雄，也许算是突破传统的认知，可是片中女性的妆容是过度夸张了，另外，作为一部号称投资过两亿美元的作品，没让人觉得有什么烧钱的地方，仅有的一场规模稍大的战斗，也不过两三百人的样子，将军命令骑兵出击的时候竟然只有区区十骑，透着一股寒酸味的山寨感，好歹做出点大片样对得起那个投资吧。总体感觉是一言难尽，浪费了一众华语一线明星。,0,雷霆救兵2016,4,3.0,2020-09-15 22:51:26,2020-09-15,unkown
成都,特好看！外景壮观美丽，服装色彩充满着外国人眼里的东方色彩！值得观看,1,weihong1111,3,5.0,2020-09-15 22:51:25,2020-09-15,好评
