cityName,content,gender ,nickName,userLevel,score,time,date,evaluate
石家庄,两颗星是给刘亦菲的，浓浓的美国超级英雄风格，李连杰是真的没认出来。。。。,1,clown,1,2.0,2020-09-13 07:37:30,2020-09-13,差评
沈阳,这个电影题材就值得十分 我觉得迪斯尼拍摄华人主题电影应提倡 虽然很多人会说与真正记载的花木兰故事有偏差 但是已经很不错了！,1,朴淳鹤,1,5.0,2020-09-13 07:37:20,2020-09-13,好评
安阳,故事很精彩，木兰救皇上那一幕很感人，好看。,0,Nrc486838321,4,5.0,2020-09-13 07:36:58,2020-09-13,好评
海宁,买了让女儿去看到的，她回来很满意,1,皮城硬汉,1,5.0,2020-09-13 07:36:09,2020-09-13,好评
苏州,什么玩意 一个中国英雄历史让一个外国导演来拍爆三观 还**英语版,1,べ何必把一切看的那么透,2,3.0,2020-09-13 07:36:05,2020-09-13,unkown
重庆,整体来说不错呀，并没有网上说的那么烂，木兰一如既往帅，巾帼不让须眉！中间还有很美的风景图，那天空那颜色，真的好看！,2,沉默￡搁浅,2,5.0,2020-09-13 07:35:41,2020-09-13,好评
梧州,花木兰要是国语就好了,2,Beila,2,3.0,2020-09-13 07:34:51,2020-09-13,购票
海门,外国人拍的角度和中国人感觉不一样，为什么电影看出喜剧的感觉。,2,hhy我行我素,4,3.5,2020-09-13 07:34:48,2020-09-13,购票
深圳,美国自我意淫喜剧片，导演逻辑混乱，智商应该不太好的样子。,0,Lguranusy,2,0.5,2020-09-13 07:34:26,2020-09-13,差评
邢台,反派死的太草率了吧,2,kangletung,2,2.5,2020-09-13 07:34:07,2020-09-13,购票
长沙,孩子要看，画面美，所以简单的剧情撑了两小时也看完了,2,龙璇,2,4.0,2020-09-13 07:33:10,2020-09-13,unkown
海口,木兰很飒，影片做的也很棒。,0,亚历山不大,2,4.5,2020-09-13 07:31:53,2020-09-13,unkown
海口,剧情节奏松散。不知所云。,0,文博,2,1.0,2020-09-13 07:31:29,2020-09-13,差评
重庆,不错的电影！,0,xCo886062484,2,4.5,2020-09-13 07:31:02,2020-09-13,好评
上海,朝代场景不符合，木兰骑马从福建土楼去西北边塞，***的导演，木兰会筋斗云呀,0,远方家乡,2,0.5,2020-09-13 07:30:05,2020-09-13,差评
宿迁,电影剧情上确实有些瑕疵，就单从刘亦菲的表现来看，超出预期，有惊艳之感！一部真正意义上的华人面孔大女主美国电影吧！,2,点星望月,2,4.0,2020-09-13 07:29:59,2020-09-13,unkown
昆明,刘亦菲演得非常好，剧情稍微紧凑了一些，总体还是很棒的,1,白8585,2,5.0,2020-09-13 07:29:43,2020-09-13,好评
三河,太好看了，风景之地太绝美了，演员阵容也超赞，,2,泽泽（吉星高照）,2,5.0,2020-09-13 07:29:43,2020-09-13,好评
荆州,剧情单一，情节设定一般。,0,QwD718557871,3,2.5,2020-09-13 07:29:31,2020-09-13,购票
牡丹江,一般般，不推荐,1,尼克,2,2.5,2020-09-13 07:29:27,2020-09-13,unkown
南阳,冲神仙姐姐看的，颜值演技均在线哈，真是又美又帅又飒！外交部长发言人都表示了，不愧是当代的花木兰！,2,Yufuren20168,1,5.0,2020-09-13 07:29:01,2020-09-13,好评
西安,抛开中国的花木兰的这个人物故事去看，这个电影还行吧。毕竟是外国导演，外国演员，不是太懂中国文化吧。,1,weibov587,4,0.5,2020-09-13 07:28:54,2020-09-13,差评
南阳,花木兰，迪斯尼完全照搬动画版改编拍摄。场面还行，就是服道化、场景完全是米国意淫想像。,1,漫步清风0377,4,3.0,2020-09-13 07:27:58,2020-09-13,unkown
北京,看的是国语版，总感觉配音怪怪的。,1,geyo5939,5,4.0,2020-09-13 07:27:52,2020-09-13,好评
连云港,当真太失望了,0,sssssmoke,1,0.5,2020-09-13 07:27:17,2020-09-13,差评
广元,女神表演完美，细节精彩。,2,💐二哈小仙女,2,5.0,2020-09-13 07:26:38,2020-09-13,unkown
中卫,个人觉得挺好，节奏紧凑，一直跟着电影走，没有要睡觉的时候，都说巩俐那个角色没用，我觉得它代表了封建社会女性的反抗中无奈的那部分，看似强大实则柔弱，,1,L-Tyler,2,5.0,2020-09-13 07:25:38,2020-09-13,unkown
天津,我喜欢看，我认为超好看,2,yPB72904163,1,5.0,2020-09-13 07:25:08,2020-09-13,unkown
朝阳,不怎么是对花木兰的侮辱,0,aTR401920380,2,0.5,2020-09-13 07:24:47,2020-09-13,unkown
上海,被黑惨了，其实很不错的,2,明日天气晴598,1,5.0,2020-09-13 07:24:28,2020-09-13,unkown
海口,剧情有点老套，刘亦菲的颜很抗打，撑起整部剧,2,Xiao&哈,3,4.0,2020-09-13 07:24:02,2020-09-13,unkown
随州,我爱刘亦菲，今天下午来看你哦,2,你看起来好好吃咩,1,5.0,2020-09-13 07:23:58,2020-09-13,unkown
成都,连故事都说不通各种不符合逻辑各种BUG全片都在讲女权 气 和凤凰表现手法能不能稍微高级一点我后悔看了国语版 不我后悔自己看了这部电影我印象中的木兰她是大家闺秀温婉娴淑被迫参军,0,时时刻刻i,4,0.5,2020-09-13 07:23:46,2020-09-13,差评
瑞金,主要是刘亦菲美,2,. 浮事如烟,1,4.0,2020-09-13 07:23:28,2020-09-13,好评
南京,感觉整体挺好的  可能因为电影吧  觉得快了点  意犹未尽,0,Dvg325554737,2,4.5,2020-09-13 07:23:22,2020-09-13,好评
洛阳,真不咋地 ,0,仙女凡小胖,1,0.5,2020-09-13 07:23:06,2020-09-13,unkown
酒泉,巾帼不让须眉，刘亦菲把木兰演的太好了！,2,mt20150117,1,4.5,2020-09-13 07:22:33,2020-09-13,unkown
宁海,不错哈哈哈哈,0,奔驰车二手专卖,2,5.0,2020-09-13 07:21:27,2020-09-13,unkown
临潼,这部电影处处雷击，理解不了～,1,我明白的,1,0.5,2020-09-13 07:21:25,2020-09-13,unkown
兖州,垃圾垃圾，制片人乱写，演员乱演,0,撸起袖子加油干（售钱币）,2,0.5,2020-09-13 07:19:27,2020-09-13,差评
深圳,好看，被国内一些水军刷低分真的是无下限,1,大超人,4,5.0,2020-09-13 07:19:20,2020-09-13,好评
芜湖,各种细节问题，台词生硬，战争场面就几个兵，巩俐最强巫女还要受制于人？她不是哪都能飞吗，这电影真不能带脑子看,0,拉裴埃罗,2,2.5,2020-09-13 07:18:27,2020-09-13,购票
南京,尊重历史，尊重中国文化好么,0,大文兄丿,1,0.5,2020-09-13 07:18:23,2020-09-13,unkown
如东,挺不错的，喜欢刘亦菲,0,柳絮纷飞的旋律,1,5.0,2020-09-13 07:18:21,2020-09-13,好评
银川,迪士尼也能出这玩意我是实在不好意思说，要台词没台词，要剧情连不上，若不是看那老几位的脸，我还真无法阻止我不可能看的脚步，一个传统故事怎么说也被动画史诗等各种炒了很多次老饭了，为何还能拍成这样我也是醉了！,1,不愿南飞的雁,5,2.0,2020-09-13 07:17:03,2020-09-13,差评
上海,很喜欢电影所传达的东西，比如除了忠、勇以外的真，就是做你自己，在整个过程中木兰的孝，外国人能把中国的花木兰拍成这样，我还挺意外，这是外国人所理解的中国，点个赞！演员选的都都很贴合人物，画面很美、很干净，还想看第二遍,2,roxanne是我,2,5.0,2020-09-13 07:16:53,2020-09-13,好评
中山,有感悟，有情节，有搞笑,2,雍薛琳,2,5.0,2020-09-13 07:16:21,2020-09-13,unkown
长春,垃圾中的战斗机！浪费时间浪费钱,2,日落沉潜,2,0.5,2020-09-13 07:15:59,2020-09-13,unkown
无锡,很不错的电影 怎么影评分那么低？,0,iDi621715872,2,5.0,2020-09-13 07:15:52,2020-09-13,unkown
霸州,估计是今年最差电影没跑了，难得看一个电影想笑，导演对中国文化了解的可能连个小学生都不如，南北朝的历史人物住上了宋朝筒子楼，全片历史性错误数不胜数，更不说剧情低能槽点满天飞了，拍历史人物题材多少要尊重下历史，过去战争的规模还没港片码人码的多么，估计请完明星没钱了，建议没看的刷刷抖音就好了，就当看个乐,1,邢开瑞,5,0.5,2020-09-13 07:15:49,2020-09-13,unkown
舟山,还行吧，就是觉得配音和嘴型对不上还是有些难受，有些场景的凤凰没怎么看懂，还有个小穿帮,1,薛定谔的加菲猫,2,3.5,2020-09-13 07:15:48,2020-09-13,unkown
淮南,绝了啊啊啊啊啊神仙姐姐超美演技超棒！迪士尼大老远跑到中国取景取材，十分尊重我们中国文化了，演员也都几乎是真人上场，态度这方面真的没话说！迪士尼出品，必是精品！搞不懂，好不容易一个可以让我们华人骄傲的第一位华人公主，却还要在国内被那么多黑子黑，喷来喷去，演技不好你来演啊？你学过表演嘛？你长眼睛了嘛？你有人的体温嘛？都给我去看就完事了，真的很棒，打戏啥的也非常过瘾！！太极那段手法真的太专业了！柔中带刚，姐姐真的很努力很认真学习呢！唯一不足的地方我感觉，因为演员是用外语表演的，所以中文配音不太好同步，有时候嘴型对不上，但是国语是演员自己配的赢，也是很好听很专业的！！！总之，不负期望！,1,folklore,2,5.0,2020-09-13 07:15:45,2020-09-13,unkown
无锡,消磨时间还是不错的,2,xudan8008,1,4.5,2020-09-13 07:14:41,2020-09-13,unkown
广元,我觉得挺好看的,0,A 雷,1,5.0,2020-09-13 07:14:14,2020-09-13,好评
舟山,电影由迪士尼拍的，向世人宣传宏我们中国文化，赞美巾帼英雄不是挺好的吗？花木兰的故事经典而美好，值得一看。,2,小小陈921,1,4.0,2020-09-13 07:11:41,2020-09-13,unkown
哈尔滨,好看，很好看,2,小祖宗15146469252,2,4.5,2020-09-13 07:11:28,2020-09-13,unkown
西安,真烂到处是错误。故事情节不合理。求求导演看看木兰辞再拍电影因该会好很多。父亲对女儿说你很妩媚。身为中国人我的三观被糟蹋了,1,ONE713601314,2,0.5,2020-09-13 07:10:36,2020-09-13,差评
朝阳,很好看，完美，,0,s19931115,2,5.0,2020-09-13 07:10:35,2020-09-13,好评
杭州,没有特效，故事情节直接把我的智商按地上摩擦。和上海堡垒一个级别,0,xeI68798537,1,0.5,2020-09-13 07:10:26,2020-09-13,差评
深圳,电影还可以 刘亦菲很好看,1,^ ^._,5,5.0,2020-09-13 07:10:07,2020-09-13,好评
深圳,审美不同，请勿伤害。我觉得挺不错的👏👏👏👏,0,LonelyYoke,3,5.0,2020-09-13 07:09:51,2020-09-13,好评
包头,虽然比之前看的动画版有差距，但是不得不说里面的演技还是不错的。就是结尾感觉缺点什么，男主女主的感情线🧵呢，还以为会有，而且，那个仙娘是什么鬼,2,叫我刘同学_,2,4.0,2020-09-13 07:09:13,2020-09-13,unkown
盐城,看完到最后才明白，就是一帮长着中国脸的外国人在拍我们的历史英雄嘛！片子拍得一般，糟蹋迪士尼的招牌了！给个五分！,1,男人心666,4,2.5,2020-09-13 07:08:28,2020-09-13,购票
南昌,我觉得也就是及格吧，有些尴尬的剧情,1,jfD355559180,1,3.0,2020-09-13 07:08:06,2020-09-13,购票
西安,侮辱演员，侮辱观众。,1,斑驳。o0O,2,0.5,2020-09-13 07:07:54,2020-09-13,unkown
漳州,神仙姐姐很美，但是感觉节奏莫名快，刻画不深刻,2,芬恩,1,4.0,2020-09-13 07:06:52,2020-09-13,好评
平阳,超级精彩，内容丰富,2,萍,2,5.0,2020-09-13 07:06:35,2020-09-13,unkown
昆明,朴实无华的烂片,1,GuoKu,3,0.5,2020-09-13 07:05:39,2020-09-13,unkown
营口,场面宏达，特效逼真，这些都值得一看，但是情节简单了，毕竟外国人拍中国故事不能太奢望什么，片中刘亦菲非常美，其他演员看起来不太好看，估计在美华人难挑出太好看的。李连杰的皇帝有点别扭。巩俐的巫女还可以，都是好莱坞中经典的魔幻加入。总体还可以。画面非常唯美。,2,法兴阁,2,4.0,2020-09-13 07:05:15,2020-09-13,好评
安平,略带喜剧成分 不错的剧～,1,东森Jackson,2,5.0,2020-09-13 07:04:45,2020-09-13,unkown
南京,一般般，美国人没有搞懂中国文化。,0,红烧茄子02,1,2.5,2020-09-13 07:04:40,2020-09-13,购票
邳州,看不懂啊，剧情,1,小卡西,1,0.5,2020-09-13 07:04:18,2020-09-13,unkown
廊坊,真的很一般，不好看，没有悬念,2,冰雪聪敏,1,2.5,2020-09-13 07:03:02,2020-09-13,购票
高密,特效还行，剧情一般般吧。,0,惜花昭拾,4,3.5,2020-09-13 07:02:52,2020-09-13,购票
珠海,看之前看到网上的评价还隐隐担心会不会很烂 没想到完全超出我的预期 不会出戏故事也很完整 配乐 画面都很契合 值得一看,2,甜甜才牛6688,4,5.0,2020-09-13 07:02:03,2020-09-13,好评
上海,挺好的，迪士尼的片子拍成这样可以了。,1,ZH大师,2,4.5,2020-09-13 07:01:24,2020-09-13,好评
四平,看完了就俩个字，烂片！我就搞不懂了，这么好的题材投资这么大居然拍成这个样子，居然还给7分多，千万别去看了！！！,1,琳琦爸爸,3,0.5,2020-09-13 07:01:22,2020-09-13,unkown
成都,剧情就是太少了,1,CHEN·。·勇,2,5.0,2020-09-13 07:00:24,2020-09-13,unkown
北京,主演说英文，群演说的是中文，不尬吗？,1,小熊的梦丶,2,0.5,2020-09-13 07:00:23,2020-09-13,unkown
咸阳,很不错，找到了童年的回忆。,0,斯图普aaa,2,4.5,2020-09-13 06:58:50,2020-09-13,好评
咸阳,烂烂烂。 这拍的什么辣鸡东西  这也敢放出来糊弄人？,0,GZB406445030,4,0.5,2020-09-13 06:58:38,2020-09-13,差评
遂宁,嗯，这个优点呢，还是长得好看。感觉跳动幅度太大了，然后没有炫酷的。人海作战,1,秋风落叶,1,2.5,2020-09-13 06:58:15,2020-09-13,购票
沭阳,好看，超好看的,1,羽,1,5.0,2020-09-13 06:57:50,2020-09-13,unkown
江油,木兰出生南北朝，福建土楼宋元，旦辞爷娘去，暮宿黄河边，福建到黄河，nm坐的高铁啊,1,笑脸凯,2,0.5,2020-09-13 06:57:44,2020-09-13,unkown
长沙,乱七八糟的，浪费表情,1,逝水訫,1,0.5,2020-09-13 06:56:43,2020-09-13,unkown
郑州,谁看谁后悔，不信你们试试！垃圾中的垃圾,0,饕餮大熊猫,3,0.5,2020-09-13 06:55:56,2020-09-13,差评
孝感,刘亦菲美哭我了太美了呜呜呜呜,2,YanGYuQinG,3,5.0,2020-09-13 06:55:49,2020-09-13,好评
武汉,烂片中的烂片 你说玄幻就玄幻吧！那个凤凰涅磐5毛钱的特效吧，是不是外国人不知道凤凰长啥样 剧情太无语了😓，花木兰去救皇帝那段真的看不下去了……好好的历史被拍成这样，,0,vVu976773564,2,0.5,2020-09-13 06:54:45,2020-09-13,unkown
大连,真心的期待了很久，不负众望的一部电影，故事秉持忠勇真孝贯穿始终，不得不说神仙姐姐真的好赞啊👍 强力推荐,0,kKf972203932,2,5.0,2020-09-13 06:50:28,2020-09-13,好评
泸州,看了半小时就想睡觉了。属实难看,0,大智若愚,2,1.5,2020-09-13 06:49:46,2020-09-13,unkown
三明,打戏有甄子丹肯定精彩！非常期待！,0,开始弄了,2,5.0,2020-09-13 06:49:02,2020-09-13,unkown
本溪,一般吧，没有想象中的那么精彩,2,莫冰心,2,3.5,2020-09-13 06:48:40,2020-09-13,购票
兰陵,挺好看的啊，不知道为啥那么多人打低分😂,0,Ktd966886846,1,5.0,2020-09-13 06:48:25,2020-09-13,好评
靖江,刘亦菲非常棒！扣除的2分是老百姓穿得不是我们中国人的服装！花木兰是我们中国人的骄傲！,0,丝丝,1,4.0,2020-09-13 06:48:04,2020-09-13,unkown
北京,     挺好看的，电影表达的内核很正：爱家为孝，尽忠，持勇，存真。很适合全家一起看，很温馨的电影,0,lxgpc,3,5.0,2020-09-13 06:45:34,2020-09-13,好评
深圳,这几年唯一震憾到我的电影，真心好看👍,1,张明星,3,5.0,2020-09-13 06:44:43,2020-09-13,好评
南宁,😂 哦买嘎，无法评论这部电影,0,Exclusive,1,1.0,2020-09-13 06:44:25,2020-09-13,unkown
武汉,好看！！！刘亦菲超级美！！！！花爸爸演绝了，英文版花爸爸台词说得超好，特别感人😭😭😭😭😭,0,ag992010,1,5.0,2020-09-13 06:44:06,2020-09-13,好评
滨州,压根和心中花木兰一点关系木有 还外国导演 真拍的垃圾,0,pEA184437861,3,1.0,2020-09-13 06:44:01,2020-09-13,差评
潜江,满意 完全是圆梦之旅 小时候第一部电影是迪士尼动画片花木兰  刘亦菲还是演的不错的 唯一差的就是那个郑佩佩的妆容 额黄妆没有吓死我,0,伊如月689,2,4.0,2020-09-13 06:43:22,2020-09-13,好评
洛阳,看完了，看之前已经知道很多喷子的言论，说什么外国人说着英语拍，什么场景啊，剧情什么的，这个根本没什么可黑的，怎么说呢，看完我的感觉就是，把我们国家拍的很美，很辉煌，可能就是想把所有很美的中国元素都在这个剧里向全世界展现出来，，才有了一些场景说是不符合历史，这个本来也不是历史正剧，，能向全世界宣扬我们国家文化，宣扬正气，就冲这个，我也给好评，还有演技也很给力，没啥可喷的。,2,rUJ661821773,2,5.0,2020-09-13 06:42:55,2020-09-13,unkown
菏泽,一般般的电影，情节太少，没有想象的那么好,1,Rdw186581738,3,0.5,2020-09-13 06:42:30,2020-09-13,unkown
北海,迪士尼风格，适合小孩一起看。,0,Orl530393517,2,4.0,2020-09-13 06:42:19,2020-09-13,好评
漯河,还可以 吧 ,0,夏花依旧在,2,3.5,2020-09-13 06:41:35,2020-09-13,购票
尉氏县,特效过于夸张,0,嗯，是我922,1,3.0,2020-09-13 06:40:53,2020-09-13,购票
合肥,"一家三口去看的，很好看，剧情简单完整 小孩子也看得津津有味 回来还跟我们讨论剧情😄印象最深刻的一幕：花军脱掉盔甲,摆脱桎梏 散开头发 换回女生身份 做回花木兰，做真实的自己，那一刻她完全变了个人：不再畏缩，眼神坚毅，浑身充满了力量， 红衣黑发，策马奔驰，画面绝美！！ ",0,小飞虫560,1,5.0,2020-09-13 06:40:16,2020-09-13,unkown
牡丹江,很好看，特别精彩，剧情很紧凑，最后画面很美,0,真是难倒我了,2,5.0,2020-09-13 06:39:52,2020-09-13,好评
上海,巩俐饰演的角色感觉是一大败笔。。。。。。,0,利物浦的90后,4,3.0,2020-09-13 06:38:07,2020-09-13,购票
长沙,迪士尼就是牛！刘亦菲绝美！,2,🐑,3,5.0,2020-09-13 06:34:39,2020-09-13,unkown
北京,总体还行吧，看完感觉有些不如我预想的那样好看，感觉有些地方有点说不出来的奇怪,2,俟.,3,4.0,2020-09-13 06:33:17,2020-09-13,好评
盐城,3d不怎清楚，模糊,2,琳悦,1,0.5,2020-09-13 06:31:36,2020-09-13,unkown
苏州,能不能有0分的,1,海洋鱼,2,0.5,2020-09-13 06:31:01,2020-09-13,unkown
深圳,超级好看   刘亦菲爱死了,0,ysh818755218,2,5.0,2020-09-13 06:30:59,2020-09-13,好评
郑州,垃圾垃圾啦垃圾 ,1,A 万里,3,1.0,2020-09-13 06:28:34,2020-09-13,unkown
昆山,虽然没看之前就看过网上许多吐槽的评论，亲身看完以后的确是槽点众多，电影get不到中国古代的风土人情，而且隐约有一副迪士尼动画片的细节在里面。,0,小放君,4,1.0,2020-09-13 06:24:42,2020-09-13,unkown
哈尔滨,刘亦菲太美了,2,liudandan0905,2,4.0,2020-09-13 06:23:52,2020-09-13,好评
台州,毕竟外国人拍的电影，从历史还原服装，故事情结，武场打斗，场景特效，都拍不出国人的效果，但是唯一好看的女主刘亦菲打斗吊威亚很吸晴，颜值在线！,2,尘埃49485,2,3.5,2020-09-13 06:23:34,2020-09-13,购票
北京,一部值得一看的好莱坞合家欢电影，虽然有一些逻辑牵强和跳跃的地方，但是瑕不掩瑜，水准之上，不要人云亦云,0,pwQ498572486,5,5.0,2020-09-13 06:20:42,2020-09-13,好评
深圳,可能是国外拍的，总感觉没拍出花木兰的精髓,2,一只树懒778,2,2.5,2020-09-13 06:17:20,2020-09-13,购票
兴化,情节哈行，过程的台词太啰嗦，说教呢。。,1,Goodbye youth,1,4.5,2020-09-13 06:07:50,2020-09-13,好评
广州,很好看，主角演得很好,0,StylyChi,2,5.0,2020-09-13 06:07:02,2020-09-13,好评
大连,刚刚开始演的不错就结尾不好,0,yangrun,1,3.5,2020-09-13 06:04:11,2020-09-13,购票
成都,网上的键盘侠都说不好看。但在我看来挺好的，值得一看。本片还原度很高，小时候看的第一部迪士尼动画就是花木兰。毕竟电影是西方导演拍的，所以在一些中方观众心里，一些画面剧情就接受不了，因为他们脑海中早有刻板印象。对于很多人觉得全局里最厉害的女巫，为什么结局只是为了替木兰挡一剑而死，或许那就是女巫最终选择，她没有活成自己想象中的样子，木兰替她完成了，是一种使命的交替传承，我想也是她最终选择的自我救赎跟解脱吧。  全片唯一败笔应该是配音，给人一种美剧译制片的感觉，导致很多情感流露不出，违和感。不过片子真的老少皆宜，圆了一个迪士尼女英雄的梦！,1,我是李十三,3,5.0,2020-09-13 06:02:31,2020-09-13,好评
重庆,没有网上那么嘎黑，挺好看的,1,周鹏,1,5.0,2020-09-13 06:01:21,2020-09-13,unkown
辉县,不追究历史的话，还挺好看的，前面比较有意思，没网上说的难看，刘亦菲演的挺好的，可以去看看,1,范传浩,2,4.0,2020-09-13 06:00:10,2020-09-13,unkown
上海,虽然不是最棒的 但是哄小孩是足够了,0,李承睿A,2,5.0,2020-09-13 05:58:25,2020-09-13,好评
台山,一句话，把花木兰的故事给毁了,1,請允許ωǒ呃伱,2,0.5,2020-09-13 05:56:55,2020-09-13,unkown
吉林,一般，一般，,2,挣钱疯子,2,3.0,2020-09-13 05:54:20,2020-09-13,购票
新密,刘亦菲打戏不错，就是剧情比较老套,0,joysniuniu,2,4.0,2020-09-13 05:54:00,2020-09-13,好评
上海,很好看，不过没看就结束了😀 😀 😀 ,2,梅子,2,5.0,2020-09-13 05:53:03,2020-09-13,unkown
营口,演员阵容强大，剧情没有感染力,2,红太狼,3,2.5,2020-09-13 05:49:58,2020-09-13,unkown
上海,可以给0.5分吗,1,弯道机器,4,0.5,2020-09-13 05:47:56,2020-09-13,unkown
上海,这部电影让我看得心潮澎湃！花木兰替父从军，在军营中坚强并且不屈不挠，在战场上奋勇前进，用自己的智慧杀敌无数！ 很喜欢的一部励志电影！,0,睿睿,1,5.0,2020-09-13 05:46:28,2020-09-13,好评
深圳,我觉得很好，演员演得也挺到位,0,娟娟19890421,4,5.0,2020-09-13 05:35:19,2020-09-13,好评
杭州,还可以意犹未尽,0,Sissy.,3,4.0,2020-09-13 05:33:27,2020-09-13,好评
慈溪,这部电影我等了两年吧，从一开始定主角刘亦菲就一直关注，包括去年那么长的预告反复看了很多遍 还很感动泪流满面。迪士尼老粉，只要上映就去看，从小看动画片长大，有情怀。但这《花木兰》太失望了！首先画质真的没必要做3D，好多背景虚化的镜头…画面没有美感艺术。剧情平淡无味  我困的要死…我能理解外国人不懂中国文化有很多误区  但这电影一看就是连努力都不努力 很敷衍的感觉。在上映前就各大平台说扑街，我当时还想怼一下，看完后我…tui～,0,Amj689940229,3,0.5,2020-09-13 05:27:19,2020-09-13,差评
深圳,我真的觉得很好看啊，全程大家都看的很认真，可能是我没看过动漫版的花木兰，反正我觉得很好看，超喜欢刘亦菲,2,胡大大,3,5.0,2020-09-13 05:16:56,2020-09-13,好评
成都,很好看 有情怀,2,zOD263054506,2,4.5,2020-09-13 05:10:05,2020-09-13,好评
青岛,制作可以，不错,1,Ty丨er,4,5.0,2020-09-13 05:07:41,2020-09-13,好评
许昌,非常好看满意,2,猪宝宝佩奇,3,5.0,2020-09-13 05:06:46,2020-09-13,好评
佛山,一般般，没预期想像中的好看！不是,0,Amyl,3,3.0,2020-09-13 05:06:37,2020-09-13,购票
高碑店,看着像国外导演拍的中国电影，故事情节很牵强，刘亦菲演得还可以。只是没有故事情节的电影真的很无聊,1,vAc424456619,1,2.5,2020-09-13 05:02:17,2020-09-13,购票
汕头,很震撼的一部电影，特别喜欢，大家可以去看看,0,安浠,2,5.0,2020-09-13 05:01:22,2020-09-13,好评
达州,挺感人的。？,0,QqU163660041,2,4.5,2020-09-13 05:00:36,2020-09-13,好评
深圳,主要是看女神的,0,kiyoli,3,5.0,2020-09-13 04:57:45,2020-09-13,好评
杭州,一般般，外国人拍的口味对不上,1,zfg2046,2,3.5,2020-09-13 04:55:46,2020-09-13,购票
衡阳,就…比我想象中的花木兰的剧情真的差了很多,2,清曦吖,2,3.0,2020-09-13 04:53:30,2020-09-13,购票
长沙,非常棒!好喜欢花木兰!,0,山河故人,2,5.0,2020-09-13 04:47:57,2020-09-13,unkown
信丰,说真的 ，整片给我的最深印象居然是巩俐的两个造型，很惊艳。故事情节就那样吧，没特别出彩的地方但也过得去。李连杰第一次出镜的时候没认出来。。。想想年轻时候他的意气风发。有点感叹。。。,0,女主角纹绣化妆美甲&刘桥桥,1,3.5,2020-09-13 04:43:30,2020-09-13,unkown
白山,并没有很优秀，不值十分，但是整体感觉还不错，不理解为什么有些人无脑刷一星，冲这个也要给十分，本来就是改编的电影，就是用一个花木兰的题材，记住这个电影是迪士尼公主花木兰，也不是历史片，故事背景也不是某一个朝代，基本上是架空的时代，像那个土楼我觉得也只是增加东方元素而已，像有些博主竟然拿木兰辞每句话跟电影比较，也是不能理解，为什么总要挑这些茬呢？请的演员是中国人，拍摄中也询问了中国相关部门，尊重了相关的意见。剧情一般也情有可原，毕竟是童话故事，受众是全年龄段，一些**非要犟什么不符合朝代啥的，不符合历史啥的，是不是现在的中国观众在涉及中国的题材上面过于玻璃心和苛刻了呢？,1,无限,2,5.0,2020-09-13 04:43:17,2020-09-13,unkown
东莞,一般般，有点尴尬,1,请叫我黄大大,2,3.5,2020-09-13 04:41:39,2020-09-13,购票
天津,影片还是很好的,1,安冬丶,2,5.0,2020-09-13 04:35:48,2020-09-13,好评
重庆,非常喜欢的mmmmm,2,眼蛋妹,2,5.0,2020-09-13 04:34:26,2020-09-13,好评
昆山,比较好看，喜欢刘亦菲演的木兰，演技超级棒的,0,韩旭最迷人,2,5.0,2020-09-13 04:30:33,2020-09-13,好评
百色,真的怕外国人真的以为我们的花木兰是那么的容易 从军过程没仔细拍 反而主角光环严重 拍成《X战警》凤凰之力,2,吃饭喝汤,2,2.0,2020-09-13 04:23:33,2020-09-13,unkown
东莞,不好看，真的很不好看，大家不要看了,1,批发各大品牌机油雨刮自动波箱油,2,0.5,2020-09-13 04:22:54,2020-09-13,unkown
淄博,本来非常期待的一部电影，结果却非常失望。这是我看过的最不像迪士尼的一部电影,1,Mechanic,2,2.0,2020-09-13 04:18:53,2020-09-13,差评
长沙,其实挺好的，毕竟是一部电影，没法把剧情讲的太细，但是都能看懂，个人觉得还是非常值得一看的,1,『华』,3,5.0,2020-09-13 04:17:49,2020-09-13,好评
郑州,真是服了，除了甄子丹和周润发，演员全是外籍，还满口英文，剧情宛如雷击，细节更是辣眼,1,贝殿,1,0.5,2020-09-13 04:13:02,2020-09-13,unkown
集美,真滴不错111,1,-,1,5.0,2020-09-13 04:06:38,2020-09-13,unkown
景德镇,不是不给分，而是我带着小儿子看中国故事电影却全程满口是鸟语英文，叫我儿子怎么看懂，本来就是想让我儿子好好领略古代中华巾帼风范却还要念字，我顶你个肺,1,kOp444696756,4,0.5,2020-09-13 03:59:47,2020-09-13,差评
沈阳,奔着刘亦菲去看的,1,上天葫芦娃啊,2,5.0,2020-09-13 03:58:38,2020-09-13,好评
兰州,我感觉挺不错，挺好看的,0,IEO961626679,2,5.0,2020-09-13 03:58:33,2020-09-13,好评
成都,当窗理云鬓 对镜贴花黄,0,Kck271056884,2,4.5,2020-09-13 03:57:13,2020-09-13,unkown
东莞,刘亦菲真好看,1,晚风过华庭,2,5.0,2020-09-13 03:56:55,2020-09-13,unkown
上海,电影还不错，挺好看的,0,nEr619253525,2,4.5,2020-09-13 03:49:53,2020-09-13,好评
